,BCOLOMBIA.CL,BOGOTA.CL,BVC.CL,CELSIA.CL,CNEC.CL,CORFICOLCF.CL,ECOPETROL.CL,ENKA.CL,GEB.CL,GRUBOLIVAR.CL,GRUPOARGOS.CL,GRUPOAVAL.CL,GRUPOSURA.CL,HCOLSEL.CL,ICOLCAP.CL,ISA.CL,MINEROS.CL,NUTRESA.CL,PFAVAL.CL,PFBCOLOM.CL,PFCORFICOL.CL,PFDAVVNDA.CL,PFGRUPOARG.CL,PFGRUPSURA.CL,PROMIGAS.CL,TERPEL.CL,AAPL,BRK-B,CBU7.L,CENCOSUD.SN,CHILE.SN,EIMI.L,F,FALABELLA.SN,GE,JNJ,LQDA,NKE,PFE,UBER
PFBCOLOM.CL,0.0005922048974813438,0.0006750927368695922,0.0004277873247599954,0.0002968946918987562,0.0003784979183525749,0.0013555478205594977,0.0007870985955415917,0.0008755609753950139,0.0004593804441159764,0.00019826764626991735,0.000449798055619505,0.0013800519696660558,0.000671505622766911,0.0005442621083460704,0.0006443122476951827,0.0007098699519676574,0.0022016813442294245,0.0001696380139733988,0.0011967357194839641,0.0015334701061572695,0.00039099347123928307,0.0006820445240574608,0.00044450793607788867,0.0010026120595203174,4.8250937974611705e-05,0.0001453518749159334,0.0003196614154834667,-0.000250139795318962,3.6072335941050576e-06,0.00030381310046848103,5.1521128562919666e-05,0.00024707624794494305,-0.0001642654392609707,0.00018126547348176327,0.00018512678847087548,0.000217120478228358,0.0004563228525175121,0.0005311273083003743,0.00034419342142320765,8.291125175168447e-06
PFCORFICOL.CL,0.00030571919354049594,0.0005086345875516786,0.0007434113179123579,0.0002059470047595512,0.0002643761219441475,0.0012196493546250493,0.00020711758435955712,-4.218593203896647e-05,0.000562643805366622,0.0007046296132490093,0.0001157336359478715,0.0008503436317475164,0.0007621163903319834,0.00036289551991528944,0.00027655014963090687,0.0004389634852590404,0.002038851341048691,0.00013605529093318412,0.0009272522192461449,0.000390993471239283,0.0017231932606367212,0.0005220610622755148,0.0003048611806177606,0.001017949642179415,1.4245595296317508e-05,0.00027097091436567724,-0.00013746030187718886,0.00018089473366539958,4.5185660786322044e-05,0.00010572045276582127,-5.306911084012728e-05,0.00019617055700863023,9.971902863527111e-05,5.28100003094926e-05,-0.00013427821045430016,0.00037722607823656147,-0.00027722596225435636,0.00036722506042019835,0.00020887468245662242,-0.00015003591330444745
PFDAVVNDA.CL,0.0003825877304181302,0.0006524335892695021,-0.00010470268729045305,0.0004487769114547769,0.0006415174065211095,0.0018952473139653163,0.0004984141515547141,-0.00011404098341009729,0.0003598614497553226,0.0010335862215041251,0.0008116786848472664,0.0013990677533723618,0.0020620495745183507,0.0006070952810815802,0.0006175433576851297,0.0011573488420195115,0.004965105863024972,-0.0009615127386435582,0.00119884351119563,0.0006820445240574608,0.0005220610622755149,0.0018208661569297873,0.000382249921626696,0.0014845166983521582,0.0003040972348679101,0.0004139915331691023,0.000104744376079237,-0.0005005383236088859,-5.028358509302359e-05,-0.00039604869535027343,-0.00011731178370971068,0.00030581711743868416,-0.0004707272878471243,9.087692133354594e-05,-0.00048654269195871176,0.0002949612119054898,8.899968166553342e-05,0.0004211031009337791,0.0006454769711363447,-3.414397676364988e-05
PFGRUPOARG.CL,0.0005652990406820831,0.00037780570784493966,0.000464470199343098,0.00021353420194083258,0.00041399844118684504,0.0003849971715020738,0.00027679646126450586,-4.264245115482079e-05,0.00044952896368573384,0.00020037254656633192,0.000841467139083249,0.0008905187365736015,0.0007355921628235343,0.00039010679996210685,0.0004250484213319626,0.00047259779091186503,0.0013058408611691774,0.0002623683155390525,0.0005314520251126043,0.00044450793607788867,0.0003048611806177607,0.00038224992162669605,0.0015825372340594849,0.001233854623414492,-2.7903302404003585e-05,4.860944796882122e-05,0.0004966294088663089,1.9281259472685675e-05,2.1243231008429602e-05,-3.334288629008785e-06,-0.00015064739368942962,-4.676506222004272e-07,-3.0150616588554405e-05,-7.286390903338441e-05,-0.00013818855111604586,0.00023030974096642024,-0.00032530613579971417,0.0005401450266343366,0.0004984344617859496,-0.00044446946408340903
PFGRUPSURA.CL,0.00052537989967785,0.0010489651114805514,0.0010904619688083,0.00044711823343743506,0.000724597188859769,0.00233700430415093,0.00038248329991028777,-8.21393707281412e-05,0.0015268328505962099,0.0016300966708815406,0.0010548518534315794,0.002541701187806682,0.003084023206159813,0.0012074245317083537,0.0011150262946721166,0.0020498814412863364,0.0042825133853332505,0.0003631228379385025,0.0016145701780292023,0.0010026120595203174,0.001017949642179415,0.0014845166983521582,0.001233854623414492,0.005573521379272335,-0.0006172101464745334,6.786485838377415e-05,0.00034158793132215825,0.000594594246642886,0.00013086802163528145,-2.4181841038393495e-05,-0.0004827536995179009,-1.680277019344851e-05,-0.0005810579420162772,1.366860685172984e-06,-0.0002908339734807253,0.0009165871084920923,-0.00026594948115759274,0.0010985501332400798,0.000953962830397377,-0.00029922588572074276
PROMIGAS.CL,0.00029275184140305346,0.00029832820251089525,-0.00017617647948814445,0.00027496139717453377,3.271876975206284e-05,0.0005600335953413186,-0.00018359279538349163,-0.0004104472912646904,-0.0005901085003574323,0.0002292072259910744,0.00026648670985969546,-0.0003149709335206495,0.00044054999352418007,1.3540269507090736e-05,-8.224336761583078e-05,-0.0002732836395063815,0.001825153511606158,-0.001166964207498206,0.0005188960078221476,4.8250937974611705e-05,1.424559529631751e-05,0.00030409723486791014,-2.790330240400359e-05,-0.0006172101464745334,0.001663529968777722,0.0005965043937411932,-3.825268517707641e-05,-0.000854278419020822,-0.00010266180047149211,-0.00034440127883399516,7.32371305422831e-05,0.0005100791681112558,-0.00023766365278115654,7.891678993534638e-05,-0.0005581296110140702,-0.00014627136666645415,-5.1927112713524724e-05,-0.0001486558839442127,-2.657815529120914e-05,5.2395673393058405e-05
TERPEL.CL,0.0002562159684461072,0.0005114388544151881,-9.171649635895322e-05,0.00015849947568063555,0.0003828478756392232,0.00066546440000725,0.0002638443272266687,0.00011256851051833141,-0.0005556825885300216,0.0004567986510510164,0.0003583134478213733,0.00018666758644322147,0.00042564161239453204,0.00017136363284109052,6.652280628739564e-05,-1.9914325840989203e-05,0.0009256108080180816,-0.0005210618037382007,0.0008218039903851958,0.0001453518749159334,0.00027097091436567724,0.0004139915331691023,4.860944796882121e-05,6.786485838377415e-05,0.0005965043937411932,0.001417439158767225,-3.290981414003404e-05,-0.0004918092784436153,-7.526461322428072e-05,-0.00024697680086930353,0.00020733813583846615,0.000484019555540325,-0.00022855394967303118,2.1547358687377596e-05,-0.0005034552170839224,5.592236801120538e-05,0.0003617570304688905,-0.00027653604276099014,-9.718980891098723e-06,0.00021721751630117251
AAPL,6.861801373754458e-05,0.00012423953510440258,-2.042270732481999e-06,1.8642318838675895e-05,0.00016422219605889503,-9.626718936598476e-05,0.0005888589918161434,0.0008121949145741572,9.954604636639461e-05,-0.00037367235825867226,0.00030562395830501746,0.0006305048049895903,0.0002547098116634956,0.00019628369699553668,0.00037571753808331875,0.0004409233554904679,0.0010534181877104563,0.0010620015138174776,0.0003744512561843831,0.0003196614154834667,-0.00013746030187718886,0.000104744376079237,0.000496629408866309,0.00034158793132215825,-3.825268517707641e-05,-3.290981414003404e-05,0.0012328628277590917,-1.4993773362647752e-05,2.226895787208187e-06,-2.213579587877727e-05,8.619246667528153e-05,8.492230119553926e-05,0.00024512880346140456,-0.0001305957213128489,9.993793743760094e-05,9.387150477329979e-05,-0.0001694062625842879,0.0007509165827294227,0.00031795079844406196,-8.959771601685703e-05
BRK-B,-0.00032503188053151986,-0.000419193067616953,0.0007413646264980145,-0.0002479453892813271,-0.00024310110867796202,-0.000333284962888153,-0.00018229502424502522,-0.0001287846253133517,0.0009532299046057294,-0.00012800349977218527,-0.0005664592236806511,0.0002461961847294432,-0.00034200441857781534,-2.251140882599556e-05,-7.438473291578631e-05,0.00022809125128837892,-0.0006564994680632637,0.0012364951026567087,-0.0004419534587201711,-0.0002501397953189621,0.0001808947336653996,-0.0005005383236088859,1.928125947268567e-05,0.000594594246642886,-0.0008542784190208223,-0.0004918092784436153,-1.4993773362647757e-05,0.001587381560731099,0.00017361391853909231,0.0001589810276697876,-7.884459674460019e-05,-0.00043284053275218886,0.0009432593473718894,-0.00010881908026369386,0.000742709571199141,0.00038907319926767043,-0.00018362191355838698,0.00046957915612575027,-1.299493869696543e-05,-0.00014873407418365648
CBU7.L,-1.9737070194781825e-05,-2.3963985956528e-05,0.00013667512322620135,-2.549230383856489e-05,-1.0322811838934452e-05,-1.5233121842884892e-05,-2.7044847174854984e-05,-3.7319639072964707e-05,0.00014125373301244267,-8.147410476494688e-06,-6.743684806282511e-05,7.674906700047806e-05,2.33311759577997e-07,2.396284620732474e-05,8.090173475044856e-06,4.413513571283402e-05,-4.429037830253912e-06,0.00017972368553505677,-2.588238731950312e-05,3.6072335941050576e-06,4.518566078632205e-05,-5.02835850930236e-05,2.1243231008429602e-05,0.00013086802163528145,-0.00010266180047149211,-7.526461322428072e-05,2.2268957872081874e-06,0.00017361391853909231,3.829552308428147e-05,4.328675584097196e-05,-1.119326997813546e-05,-4.163982584178257e-05,9.951909843340214e-05,-4.869482742768366e-06,8.553191406317238e-05,6.347185920665876e-05,-3.066496891882193e-05,9.120939824306442e-05,2.9283809035665864e-05,-3.2326574053779e-05
CENCOSUD.SN,0.00017503662047012767,0.00011706892274708168,0.000483272313378277,-4.1871207558410034e-05,-1.08042504938977e-05,0.00013421947068199418,0.00020939470931487242,0.0005587036861278069,0.00026065879774157786,-0.0002934642242250236,-0.00011112178126946658,0.00032696365555596736,-0.0007365583975062546,6.649896536316853e-05,8.791140194571433e-05,-8.709738831661059e-05,-0.0024418322988037683,0.0002214928950328833,9.921922872713432e-05,0.0003038131004684811,0.00010572045276582127,-0.00039604869535027354,-3.3342886290087843e-06,-2.4181841038393495e-05,-0.00034440127883399516,-0.00024697680086930353,-2.213579587877727e-05,0.0001589810276697876,4.328675584097196e-05,0.0013085493363746924,0.0001753488761983102,-8.102781429070963e-05,-8.60147595189265e-05,0.00026223251895999953,0.0004889528192855372,1.3883950705731508e-05,0.0008285122587934905,-0.00011207476955219075,-6.317300750523993e-05,-4.829706300536823e-05
CHILE.SN,6.672136489986376e-05,0.00012958332606855056,-2.018564266435458e-05,-0.00012159602243890217,-0.00018472398140190392,-7.320002389328622e-06,0.000185050829639741,0.0007101153258520912,-0.000341389690122313,-0.0002126195966017091,-9.541717854582726e-05,-7.714521402313299e-05,-0.0002318383291077533,-9.909046784706224e-05,-2.1068186442469403e-05,-0.0002046087178814979,-0.001476946349068334,0.0005119178160899402,0.00015176722616123088,5.152112856291968e-05,-5.306911084012728e-05,-0.00011731178370971068,-0.00015064739368942962,-0.00048275369951790095,7.32371305422831e-05,0.00020733813583846615,8.619246667528155e-05,-7.88445967446002e-05,-1.119326997813546e-05,0.00017534887619831023,0.0010379010511413452,0.00018737753135812256,6.804272090749898e-05,0.00018481145840856708,0.00012043175883653671,1.24134778343502e-05,0.0006387315442389287,-0.0001403030247387192,-0.00024361303578641956,0.00024518622322787086
EIMI.L,0.0002968797828869625,0.0004188609886747952,-8.487558359982862e-05,0.00010662240149898041,0.00012916408894085178,0.0006646668622633245,0.00013708915486554976,0.0002730556138013465,-0.0003483100521385522,9.211762465319951e-05,0.00016878531814443337,0.0002160172017203876,0.0004461272201862704,0.00012788344695159593,0.00010315764005636391,-3.636164635041282e-05,0.0007213563597801996,-0.00035659881642307895,0.0006364034301605316,0.00024707624794494305,0.00019617055700863023,0.00030581711743868416,-4.6765062220042723e-07,-1.6802770193448507e-05,0.0005100791681112558,0.000484019555540325,8.492230119553926e-05,-0.0004328405327521889,-4.163982584178257e-05,-8.102781429070962e-05,0.0001873775313581226,0.000615620764264181,-0.00019738472591783015,0.00011071666386451085,-0.00024511569069584656,5.589891528027911e-05,0.00042174752280874344,1.6246926840672265e-05,-1.5993490763870624e-05,0.00018997187815211162
F,0.00015640619681852377,-0.0003072514894983159,0.0006348096522552201,-6.198119182917815e-05,-0.00031408206398807995,-0.0005149689854360641,-0.00035976900904738016,-0.0004260541299811027,0.0010106394738124286,-0.0004084803523710181,-0.0006673200804715916,-0.00010520017956156078,-0.000762471492690563,-0.00011777656480662425,-0.00013674762263362104,-7.230689589068244e-05,0.0035488765525048924,0.0009002366552325301,-0.00045122418921689445,-0.0001642654392609707,9.971902863527113e-05,-0.0004707272878471243,-3.015061658855441e-05,-0.0005810579420162774,-0.00023766365278115654,-0.00022855394967303123,0.00024512880346140456,0.0009432593473718894,9.951909843340214e-05,-8.60147595189265e-05,6.804272090749896e-05,-0.00019738472591783015,0.003035142581784588,-8.92569151045617e-05,0.0005631326723550466,0.0001978146261259048,-0.0013475605960712293,0.0009295003916276672,1.9533077014974148e-05,-0.0005157746754239934
FALABELLA.SN,0.00012943683053056758,5.9670157722318905e-05,0.00016022531617117922,6.343024100547306e-05,-6.97022009688157e-05,0.0002724851093759938,-0.00012702408356606528,2.0338853889253888e-05,1.0528817187323457e-05,0.00012256068202888947,-3.948740782938885e-05,5.271309414173528e-05,1.1042727134345025e-05,-1.3050496912081726e-05,2.1360041800647046e-05,7.655355576571311e-05,5.7665971702691866e-05,-0.0004127741559440404,0.00016531215252717837,0.00018126547348176324,5.28100003094926e-05,9.087692133354596e-05,-7.286390903338441e-05,1.3668606851729842e-06,7.891678993534637e-05,2.1547358687377592e-05,-0.00013059572131284887,-0.00010881908026369385,-4.8694827427683665e-06,0.00026223251895999953,0.00018481145840856708,0.00011071666386451085,-8.925691510456171e-05,0.0011878486547709857,-8.907325888373374e-05,2.045464340898484e-05,-0.0002595687075449626,-5.6887619867540034e-05,-5.1166940671168805e-05,-0.0002136024950810282
GE,4.211865331020034e-06,-0.00017557432959363896,0.0002573938477321877,-9.371426840829501e-05,-0.0003187842242610037,-0.00024505449703008894,6.101837651418148e-05,0.0006662731931115717,0.00045932022004945987,-0.0007706955184980499,-0.0004792457651092433,0.00013641833204110028,-0.0007912097147416722,-0.00012503082823043328,4.780456561703379e-05,1.133142837605053e-05,-0.00157914296405086,0.001452846333273789,-0.00035636532089799495,0.00018512678847087548,-0.00013427821045430016,-0.0004865426919587117,-0.00013818855111604586,-0.00029083397348072523,-0.0005581296110140702,-0.0005034552170839224,9.993793743760095e-05,0.0007427095711991409,8.553191406317239e-05,0.000488952819285537,0.00012043175883653672,-0.00024511569069584656,0.0005631326723550466,-8.907325888373374e-05,0.0015792022170404351,8.403815716815104e-05,0.0015119554267712556,0.0003225607745763054,-3.8752381037785726e-05,0.0003415160523238727
JNJ,0.00016321180156232397,0.00026630205451548766,0.0005118170175662666,6.03340766385167e-05,0.00010234605038154263,0.0006334623819552806,0.0002050895037634052,0.00014397297612170714,0.0005101042795020274,0.00037193724579220264,0.00011229625478788636,0.0007925826521687007,0.0005971976785646209,0.000295085065346037,0.0002516993232675499,0.00046294754710037814,0.001070028121549021,0.0005072150980609045,0.0004926817568832644,0.00021712047822835802,0.00037722607823656147,0.00029496121190548984,0.0002303097409664202,0.0009165871084920923,-0.00014627136666645413,5.5922368011205376e-05,9.387150477329979e-05,0.00038907319926767043,6.347185920665876e-05,1.3883950705731508e-05,1.2413477834350204e-05,5.589891528027912e-05,0.00019781462612590477,2.0454643408984844e-05,8.403815716815106e-05,0.0005084206769035341,-7.096151487725868e-05,0.0003601520022363506,0.0002532281893851425,5.959260270440092e-06
LQDA,0.0004095201656197579,0.000388482808200563,-0.0007807877596290476,0.00019873403485002,-0.0003208077899252159,0.0013308296320946554,0.0002603999727772102,0.0020465599198509076,-0.0006357673496681434,-0.00021763772736824218,-0.00020385381665391505,-0.00019353315875588796,0.00034342576531258713,-0.00023953829672361735,0.00028175303043550534,-0.00023820596319936002,-0.006124155013070077,0.0013708887783174138,-2.333031819062518e-05,0.00045632285251751215,-0.00027722596225435636,8.899968166553343e-05,-0.00032530613579971417,-0.0002659494811575927,-5.192711271352472e-05,0.0003617570304688906,-0.0001694062625842879,-0.00018362191355838692,-3.066496891882193e-05,0.0008285122587934907,0.0006387315442389289,0.00042174752280874344,-0.001347560596071229,-0.0002595687075449627,0.0015119554267712556,-7.096151487725868e-05,0.011117549081350602,-0.0008219893255818751,-0.00043693914798275063,0.002297238020789235
NKE,0.00034989267982469147,0.0003473008173780042,0.0005969984569266438,0.00013652191492301253,-0.00014621500834495152,0.0007827238080813116,0.0001884994137473131,-7.011445092317641e-06,0.0012238326203633779,-6.286077672095023e-05,-0.00012014258961713948,0.000976699546306569,0.0005645610696040934,0.00034638260656317334,0.0005546951275303422,0.0008315370790364015,0.006336881618392551,0.0009445975522011424,0.0005558774322187227,0.0005311273083003743,0.00036722506042019835,0.00042110310093377917,0.0005401450266343366,0.00109855013324008,-0.0001486558839442127,-0.00027653604276099014,0.0007509165827294228,0.00046957915612575016,9.120939824306442e-05,-0.00011207476955219075,-0.00014030302473871917,1.6246926840672265e-05,0.0009295003916276675,-5.6887619867540034e-05,0.00032256077457630533,0.0003601520022363506,-0.0008219893255818751,0.0019881716767110383,0.0005399574978798257,-0.0005572064684008899
PFE,0.00018216650595785495,0.0002704795339629861,0.00026139504165717043,0.0003172749583431088,0.0004013247359815796,0.000456264233570883,0.0002057555833285163,-0.0003215894879368884,0.0005892636484801639,0.0003542568780053942,0.0005521779506856881,0.000880228658942859,0.0007992424685245567,0.00038220587534111035,0.0003870063631851863,0.0007285494428773694,0.003072641524329956,-0.0003343534950406877,0.00045682821452660465,0.00034419342142320765,0.00020887468245662247,0.0006454769711363447,0.0004984344617859495,0.000953962830397377,-2.6578155291209137e-05,-9.718980891098722e-06,0.00031795079844406196,-1.299493869696543e-05,2.9283809035665857e-05,-6.317300750523993e-05,-0.00024361303578641954,-1.5993490763870624e-05,1.9533077014974148e-05,-5.116694067116881e-05,-3.875238103778572e-05,0.00025322818938514253,-0.00043693914798275063,0.0005399574978798256,0.0009516556520432717,-0.00039829125188974295
UBER,6.0813737888790226e-05,-7.165917537588729e-05,-0.0006946172899720893,-6.413140309101952e-05,-2.2111033050549164e-05,-5.222018532701998e-05,0.0005572652821645443,0.001184176082539593,-0.0009488595880027968,-4.420591166140541e-05,-0.00010454186815799337,-0.0004067735989169061,-0.00010088592289093287,-0.0001619470115078779,-2.354286332226209e-05,-0.00030982481634015595,-0.004869279009752007,0.0009563282588758469,-1.6129658231878418e-05,8.291125175168447e-06,-0.00015003591330444747,-3.414397676364988e-05,-0.00044446946408340903,-0.0002992258857207427,5.23956733930584e-05,0.00021721751630117254,-8.959771601685703e-05,-0.00014873407418365648,-3.2326574053778995e-05,-4.8297063005368225e-05,0.00024518622322787086,0.00018997187815211162,-0.0005157746754239933,-0.00021360249508102817,0.0003415160523238727,5.959260270440091e-06,0.002297238020789235,-0.00055720646840089,-0.00039829125188974306,0.0026350828255956985
